p_id,p_id2,distance
4o5n,4kw1,0.678
4o5n,4kwm,0.397
4o5n,4lcx,0.148
4o5n,4lkg,0.134
4o5n,4lkh,0.224
4o5n,4lki,0.214
4o5n,4lkj,0.237
4o5n,4lkk,0.214
4o5n,4ln3,0.141
4o5n,4ln4,0.161
4o5n,4ln6,0.134
4o5n,4ln8,0.141
4o5n,4lvh,0.747
4o5n,4lxv,0.228
4o5n,4m4y,0.224
4o5n,4m5z,0.987
4o5n,4mhi,0.823
4o5n,4mhj,0.839
4o5n,4n5j,0.141
4o5n,4n5k,0.148
4o5n,4n5y,0.335
4o5n,4n5z,0.344
4o5n,4n60,0.161
4o5n,4n61,0.148
4o5n,4n62,0.155
4o5n,4n63,0.167
4o5n,4n64,0.141
4o5n,4nm8,0.161
4o5n,4o58,0.077
4o5n,4o5i,0.000
4o5n,4o5n,0.000
4py8,1eo8,0.656
4py8,1ha0,0.597
4py8,1hgd,0.551
4py8,1hge,0.548
4py8,1hgf,0.640
4py8,1hgg,0.597
4py8,1hgh,0.593
4py8,1hgi,0.593
4py8,1hgj,0.602
4py8,1jsd,0.681
4py8,1jsh,0.669
4py8,1jsi,0.683
4py8,1jsm,0.126
4py8,1jsn,0.126
4py8,1jso,0.126
4py8,1ken,0.637
4py8,1mql,0.566
4py8,1mqm,0.603
4py8,1mqn,0.597
4py8,1qfu,0.573
4py8,1rd8,0.134
4py8,1ru7,1.041
4py8,1rvt,0.155
4py8,1rvx,1.190
4py8,1rvz,1.027
4py8,1ti8,0.447
4py8,2fk0,0.352
4py8,2hmg,0.645
4py8,2ibx,0.417
4py8,2viu,0.603
4py8,2wr0,0.344
4py8,2wr1,0.310
4py8,2wr2,0.268
4py8,2wr4,0.742
4py8,2wr5,0.754
4py8,2wr7,1.361
4py8,2wrb,1.360
4py8,2wrc,1.383
4py8,2wrd,0.329
4py8,2wre,0.361
4py8,2wrf,0.739
4py8,2wrg,0.179
4py8,2wrh,0.319
4py8,2yp2,0.527
4py8,2yp3,0.514
4py8,2yp4,0.533
4py8,2yp5,0.550
4py8,2yp7,0.523
4py8,2yp8,0.510
4py8,2yp9,0.492
4py8,2ypg,0.648
4py8,3al4,0.374
4py8,3eyj,0.471
4py8,3eyk,0.486
4py8,3eym,0.623
4py8,3fku,0.385
4py8,3gbm,0.535
4py8,3gbn,0.797
4py8,3hmg,0.597
4py8,3hto,0.268
4py8,3htp,0.286
4py8,3htq,0.272
4py8,3htt,0.261
4py8,3ku3,1.153
4py8,3ku5,1.129
4py8,3ku6,1.198
4py8,3lzf,0.167
4py8,3lzg,0.390
4py8,3m5g,0.887
4py8,3m5h,0.897
4py8,3m5i,0.921
4py8,3m5j,0.902
4py8,3m6s,0.402
4py8,3mlh,1.401
4py8,3qqb,1.170
4py8,3qqe,1.192
4py8,3qqo,1.110
4py8,3r2x,0.118
4py8,3s11,0.219
4py8,3s12,0.313
4py8,3s13,0.742
4py8,3sdy,0.709
4py8,3sm5,1.235
4py8,3ube,0.279
4py8,3ubj,0.313
4py8,3ubn,0.286
4py8,3ubq,0.322
4py8,3uyw,1.378
4py8,3uyx,1.370
4py8,3vun,0.621
4py8,3znk,0.452
4py8,3znl,0.475
4py8,3znm,0.494
4py8,3zp0,0.460
4py8,3zp1,0.402
4py8,3zp2,0.417
4py8,3zp3,0.397
4py8,3zp6,0.431
4py8,3zpb,0.422
4py8,3ztj,0.628
4py8,4bgw,0.482
4py8,4bgx,0.456
4py8,4bgy,0.452
4py8,4bgz,0.595
4py8,4bh0,0.612
4py8,4bh1,0.632
4py8,4bh2,0.412
4py8,4bh3,0.415
4py8,4bh4,0.424
4py8,4bsa,0.514
4py8,4bsb,0.533
4py8,4bsc,0.516
4py8,4bsd,0.533
4py8,4bse,0.533
4py8,4bsf,0.571
4py8,4bsg,0.523
4py8,4bsh,0.571
4py8,4bsi,0.510
4py8,4cqp,0.494
4py8,4cqq,0.490
4py8,4cqr,0.452
4py8,4cqs,0.490
4py8,4cqt,0.490
4py8,4cqu,0.488
4py8,4cqv,0.555
4py8,4cqw,0.567
4py8,4cqx,0.583
4py8,4cqy,0.580
4py8,4cqz,0.548
4py8,4cr0,0.395
4py8,4cyv,0.523
4py8,4cyw,0.514
4py8,4cyz,0.506
4py8,4cz0,0.490
4py8,4d00,0.542
4py8,4dj6,0.488
4py8,4dj7,0.520
4py8,4dj8,0.580
4py8,4eda,0.484
4py8,4edb,0.777
4py8,4eef,0.184
4py8,4f15,1.404
4py8,4f23,0.724
4py8,4f3z,0.313
4py8,4fiu,0.647
4py8,4fnk,0.704
4py8,4fp8,1.322
4py8,4fqi,0.460
4py8,4fqr,0.701
4py8,4fqv,0.494
4py8,4fqy,0.704
4py8,4gms,0.674
4py8,4gxu,0.276
4py8,4gxx,0.268
4py8,4h32,0.580
4py8,4hf5,1.395
4py8,4hfu,0.253
4py8,4hg4,0.390
4py8,4hlz,1.014
4py8,4hmg,0.585
4py8,4i78,0.610
4py8,4jtv,0.397
4py8,4jtx,0.420
4py8,4ju0,0.382
4py8,4jug,0.276
4py8,4juh,0.272
4py8,4juj,0.261
4py8,4juk,1.208
4py8,4jul,0.571
4py8,4jum,0.569
4py8,4jun,0.395
4py8,4k62,0.624
4py8,4k63,0.597
4py8,4k64,0.602
4py8,4k65,0.597
4py8,4k66,0.571
4py8,4k67,0.592
4py8,4kdm,0.390
4py8,4kdn,0.374
4py8,4kdo,0.361
4py8,4kdq,0.514
4py8,4kon,0.581
4py8,4kpq,0.651
4py8,4kps,0.588
4py8,4kth,1.086
4py8,4kvn,0.488
4py8,4kw1,0.540
4py8,4kwm,0.621
4py8,4lcx,0.548
4py8,4lkg,0.560
4py8,4lkh,0.477
4py8,4lki,0.724
4py8,4lkj,0.593
4py8,4lkk,0.631
4py8,4ln3,0.548
4py8,4ln4,0.553
4py8,4ln6,0.525
4py8,4ln8,0.520
4py8,4lvh,1.032
4py8,4lxv,0.366
4py8,4m4y,0.379
4py8,4m5z,1.317
4py8,4mhi,0.300
4py8,4mhj,0.363
4py8,4n5j,0.535
4py8,4n5k,0.518
4py8,4n5y,0.415
4py8,4n5z,0.427
4py8,4n60,0.523
4py8,4n61,0.531
4py8,4n62,0.518
4py8,4n63,0.540
4py8,4n64,0.539
4py8,4nm8,0.711
4py8,4o58,0.576
4py8,4o5i,0.544
4py8,4o5n,0.564
4py8,4py8,0.000
4unx,1eo8,0.219
4unx,1ha0,0.148
4unx,1hgd,0.100
4unx,1hge,0.100
4unx,1hgf,0.200
4unx,1hgg,0.148
4unx,1hgh,0.141
4unx,1hgi,0.141
4unx,1hgj,0.155
4unx,1jsd,0.361
4unx,1jsh,0.358
4unx,1jsi,0.377
4unx,1jsm,0.434
4unx,1jsn,0.420
4unx,1jso,0.424
4unx,1ken,0.200
4unx,1mql,0.118
4unx,1mqm,0.232
4unx,1mqn,0.219
4unx,1qfu,0.118
4unx,1rd8,0.390
4unx,1ru7,0.943
4unx,1rvt,0.434
4unx,1rvx,1.055
4unx,1rvz,0.874
4unx,1ti8,0.148
4unx,2fk0,0.184
4unx,2hmg,0.190
4unx,2ibx,0.195
4unx,2viu,0.161
4unx,2wr0,0.329
4unx,2wr1,0.346
4unx,2wr2,0.319
4unx,2wr4,0.771
4unx,2wr5,0.754
4unx,2wr7,1.147
4unx,2wrb,1.010
4unx,2wrc,1.115
4unx,2wrd,0.358
4unx,2wre,0.310
4unx,2wrf,0.379
4unx,2wrg,0.366
4unx,2wrh,0.550
4unx,2yp2,0.276
4unx,2yp3,0.245
4unx,2yp4,0.261
4unx,2yp5,0.241
4unx,2yp7,0.195
4unx,2yp8,0.184
4unx,2yp9,0.200
4unx,2ypg,0.205
4unx,3al4,0.167
4unx,3eyj,0.100
4unx,3eyk,0.089
4unx,3eym,0.179
4unx,3fku,0.200
4unx,3gbm,0.346
4unx,3gbn,0.860
4unx,3hmg,0.148
4unx,3hto,0.492
4unx,3htp,0.374
4unx,3htq,0.486
4unx,3htt,0.465
4unx,3ku3,0.760
4unx,3ku5,0.731
4unx,3ku6,0.815
4unx,3lzf,0.326
4unx,3lzg,0.179
4unx,3m5g,0.319
4unx,3m5h,0.322
4unx,3m5i,0.363
4unx,3m5j,0.332
4unx,3m6s,0.219
4unx,3mlh,1.159
4unx,3qqb,0.782
4unx,3qqe,0.815
4unx,3qqo,0.707
4unx,3r2x,0.392
4unx,3s11,0.358
4unx,3s12,0.219
4unx,3s13,0.445
4unx,3sdy,0.313
4unx,3sm5,1.359
4unx,3ube,0.286
4unx,3ubj,0.253
4unx,3ubn,0.293
4unx,3ubq,0.232
4unx,3uyw,1.255
4unx,3uyx,1.254
4unx,3vun,0.167
4unx,3znk,0.141
4unx,3znl,0.126
4unx,3znm,0.110
4unx,3zp0,0.173
4unx,3zp1,0.219
4unx,3zp2,0.155
4unx,3zp3,0.195
4unx,3zp6,0.173
4unx,3zpb,0.161
4unx,3ztj,0.205
4unx,4bgw,0.126
4unx,4bgx,0.179
4unx,4bgy,0.167
4unx,4bgz,0.463
4unx,4bh0,0.553
4unx,4bh1,0.482
4unx,4bh2,0.276
4unx,4bh3,0.257
4unx,4bh4,0.245
4unx,4bsa,0.045
4unx,4bsb,0.063
4unx,4bsc,0.045
4unx,4bsd,0.063
4unx,4bse,0.077
4unx,4bsf,0.089
4unx,4bsg,0.063
4unx,4bsh,0.118
4unx,4bsi,0.063
4unx,4cqp,0.077
4unx,4cqq,0.063
4unx,4cqr,0.110
4unx,4cqs,0.134
4unx,4cqt,0.063
4unx,4cqu,0.167
4unx,4cqv,0.452
4unx,4cqw,0.494
4unx,4cqx,0.460
4unx,4cqy,0.508
4unx,4cqz,0.089
4unx,4cr0,0.316
4unx,4cyv,0.063
4unx,4cyw,0.110
4unx,4cyz,0.110
4unx,4cz0,0.077
4unx,4d00,0.077
4unx,4dj6,0.045
4unx,4dj7,0.045
4unx,4dj8,0.118
4unx,4eda,0.077
4unx,4edb,0.995
4unx,4eef,0.344
4unx,4f15,1.265
4unx,4f23,0.420
4unx,4f3z,0.232
4unx,4fiu,0.417
4unx,4fnk,0.286
4unx,4fp8,1.221
4unx,4fqi,0.089
4unx,4fqr,0.279
4unx,4fqv,0.045
4unx,4fqy,0.286
4unx,4gms,0.265
4unx,4gxu,0.214
4unx,4gxx,0.228
4unx,4h32,0.214
4unx,4hf5,1.129
4unx,4hfu,0.471
4unx,4hg4,0.731
4unx,4hlz,0.600
4unx,4hmg,0.134
4unx,4i78,0.214
4unx,4jtv,0.161
4unx,4jtx,0.210
4unx,4ju0,0.161
4unx,4jug,0.253
4unx,4juh,0.257
4unx,4juj,0.253
4unx,4juk,1.284
4unx,4jul,0.279
4unx,4jum,0.286
4unx,4jun,0.179
4unx,4k62,0.276
4unx,4k63,0.241
4unx,4k64,0.268
4unx,4k65,0.219
4unx,4k66,0.283
4unx,4k67,0.228
4unx,4kdm,0.300
4unx,4kdn,0.276
4unx,4kdo,0.303
4unx,4kdq,0.214
4unx,4kon,0.134
4unx,4kpq,0.300
4unx,4kps,0.326
4unx,4kth,1.369
4unx,4kvn,0.077
4unx,4kw1,0.512
4unx,4kwm,0.257
4unx,4lcx,0.077
4unx,4lkg,0.100
4unx,4lkh,0.063
4unx,4lki,0.148
4unx,4lkj,0.148
4unx,4lkk,0.126
4unx,4ln3,0.089
4unx,4ln4,0.089
4unx,4ln6,0.077
4unx,4ln8,0.063
4unx,4lvh,0.716
4unx,4lxv,0.237
4unx,4m4y,0.232
4unx,4m5z,1.062
4unx,4mhi,0.700
4unx,4mhj,0.699
4unx,4n5j,0.077
4unx,4n5k,0.063
4unx,4n5y,0.173
4unx,4n5z,0.179
4unx,4n60,0.063
4unx,4n61,0.063
4unx,4n62,0.063
4unx,4n63,0.077
4unx,4n64,0.077
4unx,4nm8,0.300
4unx,4o58,0.141
4unx,4o5i,0.141
4unx,4o5n,0.167
4unx,4py8,0.502
4unx,4unx,0.000
4uny,1eo8,0.214
4uny,1ha0,0.210
4uny,1hgd,0.184
4uny,1hge,0.179
4uny,1hgf,0.237
4uny,1hgg,0.205
4uny,1hgh,0.205
4uny,1hgi,0.200
4uny,1hgj,0.210
4uny,1jsd,0.326
4uny,1jsh,0.361
4uny,1jsi,0.341
4uny,1jsm,0.482
4uny,1jsn,0.471
4uny,1jso,0.473
4uny,1ken,0.224
4uny,1mql,0.100
4uny,1mqm,0.228
4uny,1mqn,0.214
4uny,1qfu,0.195
4uny,1rd8,0.436
4uny,1ru7,0.983
4uny,1rvt,0.465
4uny,1rvx,1.084
4uny,1rvz,0.904
4uny,1ti8,0.219
4uny,2fk0,0.286
4uny,2hmg,0.173
4uny,2ibx,0.307
4uny,2viu,0.134
4uny,2wr0,0.410
4uny,2wr1,0.417
4uny,2wr2,0.392
4uny,2wr4,0.787
4uny,2wr5,0.760
4uny,2wr7,1.138
4uny,2wrb,1.003
4uny,2wrc,1.109
4uny,2wrd,0.390
4uny,2wre,0.346
4uny,2wrf,0.431
4uny,2wrg,0.417
4uny,2wrh,0.605
4uny,2yp2,0.241
4uny,2yp3,0.249
4uny,2yp4,0.219
4uny,2yp5,0.214
4uny,2yp7,0.161
4uny,2yp8,0.148
4uny,2yp9,0.167
4uny,2ypg,0.179
4uny,3al4,0.249
4uny,3eyj,0.077
4uny,3eyk,0.063
4uny,3eym,0.148
4uny,3fku,0.297
4uny,3gbm,0.405
4uny,3gbn,1.052
4uny,3hmg,0.126
4uny,3hto,0.550
4uny,3htp,0.447
4uny,3htq,0.546
4uny,3htt,0.525
4uny,3ku3,0.755
4uny,3ku5,0.727
4uny,3ku6,0.797
4uny,3lzf,0.382
4uny,3lzg,0.249
4uny,3m5g,0.338
4uny,3m5h,0.335
4uny,3m5i,0.363
4uny,3m5j,0.338
4uny,3m6s,0.268
4uny,3mlh,1.156
4uny,3qqb,0.767
4uny,3qqe,0.796
4uny,3qqo,0.690
4uny,3r2x,0.415
4uny,3s11,0.422
4uny,3s12,0.310
4uny,3s13,0.471
4uny,3sdy,0.279
4uny,3sm5,1.382
4uny,3ube,0.338
4uny,3ubj,0.310
4uny,3ubn,0.344
4uny,3ubq,0.297
4uny,3uyw,1.248
4uny,3uyx,1.251
4uny,3vun,0.200
4uny,3znk,0.253
4uny,3znl,0.241
4uny,3znm,0.245
4uny,3zp0,0.290
4uny,3zp1,0.322
4uny,3zp2,0.276
4uny,3zp3,0.303
4uny,3zp6,0.286
4uny,3zpb,0.279
4uny,3ztj,0.200
4uny,4bgw,0.257
4uny,4bgx,0.293
4uny,4bgy,0.283
4uny,4bgz,0.537
4uny,4bh0,0.618
4uny,4bh1,0.551
4uny,4bh2,0.366
4uny,4bh3,0.352
4uny,4bh4,0.341
4uny,4bsa,0.200
4uny,4bsb,0.200
4uny,4bsc,0.205
4uny,4bsd,0.205
4uny,4bse,0.214
4uny,4bsf,0.214
4uny,4bsg,0.155
4uny,4bsh,0.167
4uny,4bsi,0.190
4uny,4cqp,0.224
4uny,4cqq,0.219
4uny,4cqr,0.245
4uny,4cqs,0.265
4uny,4cqt,0.219
4uny,4cqu,0.283
4uny,4cqv,0.523
4uny,4cqw,0.562
4uny,4cqx,0.531
4uny,4cqy,0.574
4uny,4cqz,0.228
4uny,4cr0,0.400
4uny,4cyv,0.077
4uny,4cyw,0.195
4uny,4cyz,0.141
4uny,4cz0,0.110
4uny,4d00,0.141
4uny,4dj6,0.110
4uny,4dj7,0.195
4uny,4dj8,0.200
4uny,4eda,0.214
4uny,4edb,1.041
4uny,4eef,0.385
4uny,4f15,1.275
4uny,4f23,0.434
4uny,4f3z,0.297
4uny,4fiu,0.434
4uny,4fnk,0.293
4uny,4fp8,1.222
4uny,4fqi,0.228
4uny,4fqr,0.297
4uny,4fqv,0.110
4uny,4fqy,0.293
4uny,4gms,0.232
4uny,4gxu,0.283
4uny,4gxx,0.283
4uny,4h32,0.253
4uny,4hf5,1.111
4uny,4hfu,0.516
4uny,4hg4,0.756
4uny,4hlz,0.597
4uny,4hmg,0.205
4uny,4i78,0.253
4uny,4jtv,0.241
4uny,4jtx,0.268
4uny,4ju0,0.245
4uny,4jug,0.316
4uny,4juh,0.329
4uny,4juj,0.319
4uny,4juk,1.311
4uny,4jul,0.366
4uny,4jum,0.371
4uny,4jun,0.290
4uny,4k62,0.363
4uny,4k63,0.332
4uny,4k64,0.361
4uny,4k65,0.316
4uny,4k66,0.371
4uny,4k67,0.322
4uny,4kdm,0.390
4uny,4kdn,0.366
4uny,4kdo,0.392
4uny,4kdq,0.319
4uny,4kon,0.241
4uny,4kpq,0.319
4uny,4kps,0.335
4uny,4kth,1.392
4uny,4kvn,0.045
4uny,4kw1,0.574
4uny,4kwm,0.346
4uny,4lcx,0.200
4uny,4lkg,0.200
4uny,4lkh,0.214
4uny,4lki,0.245
4uny,4lkj,0.245
4uny,4lkk,0.232
4uny,4ln3,0.200
4uny,4ln4,0.205
4uny,4ln6,0.195
4uny,4ln8,0.195
4uny,4lvh,0.744
4uny,4lxv,0.293
4uny,4m4y,0.290
4uny,4m5z,1.059
4uny,4mhi,0.739
4uny,4mhj,0.742
4uny,4n5j,0.200
4uny,4n5k,0.195
4uny,4n5y,0.265
4uny,4n5z,0.279
4uny,4n60,0.200
4uny,4n61,0.200
4uny,4n62,0.195
4uny,4n63,0.205
4uny,4n64,0.200
4uny,4nm8,0.303
4uny,4o58,0.184
4uny,4o5i,0.100
4uny,4o5n,0.126
4uny,4py8,0.520
4uny,4unx,0.167
4uny,4uny,0.000
4unz,1eo8,0.224
4unz,1ha0,0.232
4unz,1hgd,0.205
4unz,1hge,0.200
4unz,1hgf,0.253
4unz,1hgg,0.224
4unz,1hgh,0.224
4unz,1hgi,0.219
4unz,1hgj,0.224
4unz,1jsd,0.344
4unz,1jsh,0.371
4unz,1jsi,0.361
4unz,1jsm,0.496
4unz,1jsn,0.486
4unz,1jso,0.490
4unz,1ken,0.237
4unz,1mql,0.089
4unz,1mqm,0.228
4unz,1mqn,0.214
4unz,1qfu,0.224
4unz,1rd8,0.454
4unz,1ru7,0.982
4unz,1rvt,0.482
4unz,1rvx,1.079
4unz,1rvz,0.903
4unz,1ti8,0.241
4unz,2fk0,0.307
4unz,2hmg,0.173
4unz,2ibx,0.326
4unz,2viu,0.126
4unz,2wr0,0.424
4unz,2wr1,0.429
4unz,2wr2,0.405
4unz,2wr4,0.794
4unz,2wr5,0.767
4unz,2wr7,1.138
4unz,2wrb,1.004
4unz,2wrc,1.109
4unz,2wrd,0.392
4unz,2wre,0.355
4unz,2wrf,0.434
4unz,2wrg,0.443
4unz,2wrh,0.613
4unz,2yp2,0.249
4unz,2yp3,0.265
4unz,2yp4,0.228
4unz,2yp5,0.214
4unz,2yp7,0.167
4unz,2yp8,0.155
4unz,2yp9,0.179
4unz,2ypg,0.173
4unz,3al4,0.279
4unz,3eyj,0.089
4unz,3eyk,0.063
4unz,3eym,0.148
4unz,3fku,0.300
4unz,3gbm,0.422
4unz,3gbn,1.058
4unz,3hmg,0.155
4unz,3hto,0.562
4unz,3htp,0.463
4unz,3htq,0.559
4unz,3htt,0.540
4unz,3ku3,0.755
4unz,3ku5,0.720
4unz,3ku6,0.791
4unz,3lzf,0.407
4unz,3lzg,0.279
4unz,3m5g,0.358
4unz,3m5h,0.352
4unz,3m5i,0.379
4unz,3m5j,0.352
4unz,3m6s,0.300
4unz,3mlh,1.158
4unz,3qqb,0.760
4unz,3qqe,0.791
4unz,3qqo,0.688
4unz,3r2x,0.440
4unz,3s11,0.436
4unz,3s12,0.329
4unz,3s13,0.490
4unz,3sdy,0.279
4unz,3sm5,1.372
4unz,3ube,0.363
4unz,3ubj,0.338
4unz,3ubn,0.369
4unz,3ubq,0.326
4unz,3uyw,1.249
4unz,3uyx,1.253
4unz,3vun,0.214
4unz,3znk,0.272
4unz,3znl,0.265
4unz,3znm,0.268
4unz,3zp0,0.313
4unz,3zp1,0.344
4unz,3zp2,0.300
4unz,3zp3,0.319
4unz,3zp6,0.310
4unz,3zpb,0.303
4unz,3ztj,0.219
4unz,4bgw,0.279
4unz,4bgx,0.313
4unz,4bgy,0.307
4unz,4bgz,0.540
4unz,4bh0,0.618
4unz,4bh1,0.555
4unz,4bh2,0.377
4unz,4bh3,0.363
4unz,4bh4,0.352
4unz,4bsa,0.228
4unz,4bsb,0.228
4unz,4bsc,0.232
4unz,4bsd,0.232
4unz,4bse,0.237
4unz,4bsf,0.241
4unz,4bsg,0.179
4unz,4bsh,0.200
4unz,4bsi,0.224
4unz,4cqp,0.249
4unz,4cqq,0.249
4unz,4cqr,0.268
4unz,4cqs,0.286
4unz,4cqt,0.249
4unz,4cqu,0.300
4unz,4cqv,0.525
4unz,4cqw,0.562
4unz,4cqx,0.529
4unz,4cqy,0.573
4unz,4cqz,0.253
4unz,4cr0,0.407
4unz,4cyv,0.077
4unz,4cyw,0.205
4unz,4cyz,0.141
4unz,4cz0,0.110
4unz,4d00,0.184
4unz,4dj6,0.141
4unz,4dj7,0.219
4unz,4dj8,0.224
4unz,4eda,0.241
4unz,4edb,1.043
4unz,4eef,0.410
4unz,4f15,1.277
4unz,4f23,0.456
4unz,4f3z,0.322
4unz,4fiu,0.456
4unz,4fnk,0.297
4unz,4fp8,1.226
4unz,4fqi,0.257
4unz,4fqr,0.307
4unz,4fqv,0.118
4unz,4fqy,0.293
4unz,4gms,0.253
4unz,4gxu,0.319
4unz,4gxx,0.310
4unz,4h32,0.279
4unz,4hf5,1.109
4unz,4hfu,0.518
4unz,4hg4,0.756
4unz,4hlz,0.602
4unz,4hmg,0.228
4unz,4i78,0.279
4unz,4jtv,0.272
4unz,4jtx,0.297
4unz,4ju0,0.276
4unz,4jug,0.341
4unz,4juh,0.352
4unz,4juj,0.338
4unz,4juk,1.295
4unz,4jul,0.366
4unz,4jum,0.379
4unz,4jun,0.310
4unz,4k62,0.371
4unz,4k63,0.344
4unz,4k64,0.369
4unz,4k65,0.329
4unz,4k66,0.377
4unz,4k67,0.332
4unz,4kdm,0.400
4unz,4kdn,0.379
4unz,4kdo,0.402
4unz,4kdq,0.338
4unz,4kon,0.265
4unz,4kpq,0.346
4unz,4kps,0.366
4unz,4kth,1.383
4unz,4kvn,0.045
4unz,4kw1,0.567
4unz,4kwm,0.358
4unz,4lcx,0.228
4unz,4lkg,0.210
4unz,4lkh,0.232
4unz,4lki,0.268
4unz,4lkj,0.268
4unz,4lkk,0.257
4unz,4ln3,0.228
4unz,4ln4,0.219
4unz,4ln6,0.224
4unz,4ln8,0.224
4unz,4lvh,0.748
4unz,4lxv,0.319
4unz,4m4y,0.316
4unz,4m5z,1.063
4unz,4mhi,0.746
4unz,4mhj,0.747
4unz,4n5j,0.228
4unz,4n5k,0.224
4unz,4n5y,0.276
4unz,4n5z,0.290
4unz,4n60,0.228
4unz,4n61,0.228
4unz,4n62,0.228
4unz,4n63,0.232
4unz,4n64,0.228
4unz,4nm8,0.307
4unz,4o58,0.210
4unz,4o5i,0.110
4unz,4o5n,0.134
4unz,4py8,0.539
4unz,4unx,0.190
4unz,4uny,0.219
4unz,4unz,0.000
4uo0,1eo8,0.148
4uo0,1ha0,0.173
4uo0,1hgd,0.214
4uo0,1hge,0.214
4uo0,1hgf,0.155
4uo0,1hgg,0.190
4uo0,1hgh,0.190
4uo0,1hgi,0.200
4uo0,1hgj,0.190
4uo0,1jsd,0.089
4uo0,1jsh,0.100
4uo0,1jsi,0.110
4uo0,1jsm,0.634
4uo0,1jsn,0.620
4uo0,1jso,0.624
4uo0,1ken,0.134
4uo0,1mql,0.241
4uo0,1mqm,0.265
4uo0,1mqn,0.261
4uo0,1qfu,0.195
4uo0,1rd8,0.571
4uo0,1ru7,1.132
4uo0,1rvt,0.666
4uo0,1rvx,1.212
4uo0,1rvz,1.047
4uo0,1ti8,0.436
4uo0,2fk0,0.452
4uo0,2hmg,0.214
4uo0,2ibx,0.477
4uo0,2viu,0.161
4uo0,2wr0,0.602
4uo0,2wr1,0.616
4uo0,2wr2,0.583
4uo0,2wr4,0.879
4uo0,2wr5,0.834
4uo0,2wr7,0.949
4uo0,2wrb,0.809
4uo0,2wrc,0.922
4uo0,2wrd,0.615
4uo0,2wre,0.564
4uo0,2wrf,0.447
4uo0,2wrg,0.587
4uo0,2wrh,0.805
4uo0,2yp2,0.179
4uo0,2yp3,0.173
4uo0,2yp4,0.161
4uo0,2yp5,0.141
4uo0,2yp7,0.155
4uo0,2yp8,0.173
4uo0,2yp9,0.190
4uo0,2ypg,0.148
4uo0,3al4,0.297
4uo0,3eyj,0.241
4uo0,3eyk,0.237
4uo0,3eym,0.161
4uo0,3fku,0.471
4uo0,3gbm,0.482
4uo0,3gbn,1.091
4uo0,3hmg,0.184
4uo0,3hto,0.747
4uo0,3htp,0.642
4uo0,3htq,0.742
4uo0,3htt,0.721
4uo0,3ku3,0.585
4uo0,3ku5,0.555
4uo0,3ku6,0.631
4uo0,3lzf,0.527
4uo0,3lzg,0.283
4uo0,3m5g,0.063
4uo0,3m5h,0.077
4uo0,3m5i,0.100
4uo0,3m5j,0.089
4uo0,3m6s,0.272
4uo0,3mlh,1.065
4uo0,3qqb,0.602
4uo0,3qqe,0.615
4uo0,3qqo,0.500
4uo0,3r2x,0.567
4uo0,3s11,0.598
4uo0,3s12,0.475
4uo0,3s13,0.379
4uo0,3sdy,0.063
4uo0,3sm5,1.267
4uo0,3ube,0.405
4uo0,3ubj,0.371
4uo0,3ubn,0.405
4uo0,3ubq,0.361
4uo0,3uyw,1.144
4uo0,3uyx,1.165
4uo0,3vun,0.173
4uo0,3znk,0.424
4uo0,3znl,0.405
4uo0,3znm,0.387
4uo0,3zp0,0.456
4uo0,3zp1,0.498
4uo0,3zp2,0.436
4uo0,3zp3,0.473
4uo0,3zp6,0.454
4uo0,3zpb,0.440
4uo0,3ztj,0.134
4uo0,4bgw,0.407
4uo0,4bgx,0.463
4uo0,4bgy,0.449
4uo0,4bgz,0.720
4uo0,4bh0,0.811
4uo0,4bh1,0.732
4uo0,4bh2,0.562
4uo0,4bh3,0.544
4uo0,4bh4,0.531
4uo0,4bsa,0.300
4uo0,4bsb,0.286
4uo0,4bsc,0.307
4uo0,4bsd,0.293
4uo0,4bse,0.319
4uo0,4bsf,0.293
4uo0,4bsg,0.326
4uo0,4bsh,0.322
4uo0,4bsi,0.332
4uo0,4cqp,0.346
4uo0,4cqq,0.346
4uo0,4cqr,0.392
4uo0,4cqs,0.412
4uo0,4cqt,0.346
4uo0,4cqu,0.449
4uo0,4cqv,0.714
4uo0,4cqw,0.758
4uo0,4cqx,0.724
4uo0,4cqy,0.772
4uo0,4cqz,0.332
4uo0,4cr0,0.593
4uo0,4cyv,0.297
4uo0,4cyw,0.366
4uo0,4cyz,0.366
4uo0,4cz0,0.341
4uo0,4d00,0.241
4uo0,4dj6,0.313
4uo0,4dj7,0.279
4uo0,4dj8,0.272
4uo0,4eda,0.319
4uo0,4edb,1.234
4uo0,4eef,0.496
4uo0,4f15,1.179
4uo0,4f23,0.361
4uo0,4f3z,0.371
4uo0,4fiu,0.369
4uo0,4fnk,0.089
4uo0,4fp8,1.152
4uo0,4fqi,0.363
4uo0,4fqr,0.089
4uo0,4fqv,0.313
4uo0,4fqy,0.077
4uo0,4gms,0.045
4uo0,4gxu,0.415
4uo0,4gxx,0.410
4uo0,4h32,0.100
4uo0,4hf5,0.937
4uo0,4hfu,0.706
4uo0,4hg4,0.952
4uo0,4hlz,0.405
4uo0,4hmg,0.200
4uo0,4i78,0.089
4uo0,4jtv,0.276
4uo0,4jtx,0.261
4uo0,4ju0,0.293
4uo0,4jug,0.506
4uo0,4juh,0.510
4uo0,4juj,0.500
4uo0,4juk,1.363
4uo0,4jul,0.535
4uo0,4jum,0.533
4uo0,4jun,0.456
4uo0,4k62,0.500
