p_id,p_id2,value
3eym,4uny,0.47
3fku,4uny,1.55
3gbm,4uny,1.54
3gbn,4uny,1.7
3hmg,4uny,0.43
3hto,4uny,1.7
3htp,4uny,1.71
3htq,4uny,1.71
3htt,4uny,1.7
3ku3,4uny,2.13
3ku5,4uny,2.14
3ku6,4uny,2.14
3lzf,4uny,1.64
3lzg,4uny,1.92
3m5g,4uny,1.67
3m5h,4uny,1.63
3m5i,4uny,1.69
3m5j,4uny,1.67
3m6s,4uny,1.77
3mlh,4uny,2.01
3qqb,4uny,2.13
3qqe,4uny,2.13
3qqi,4uny,2.16
3qqo,4uny,2.49
3r2x,4uny,1.68
3s11,4uny,1.54
3s12,4uny,0.75
3s13,4uny,1.53
3sdy,4uny,0.57
3sm5,4uny,1.81
3ube,4uny,1.86
3ubj,4uny,1.73
3ubn,4uny,1.86
3ubq,4uny,1.72
3uyw,4uny,1.78
3uyx,4uny,1.88
3vun,4uny,0.52
3znk,4uny,1.54
3znl,4uny,1.53
3znm,4uny,1.53
3zp0,4uny,1.53
3zp1,4uny,1.52
3zp2,4uny,1.55
3zp3,4uny,1.54
3zp6,4uny,1.53
3zpb,4uny,1.53
3ztj,4uny,0.46
4bgw,4uny,1.52
4bgx,4uny,1.53
4bgy,4uny,1.52
4bgz,4uny,1.52
4bh0,4uny,1.51
4bh1,4uny,1.54
4bh2,4uny,1.72
4bh3,4uny,1.72
4bh4,4uny,1.72
4bsa,4uny,1.47
4bsb,4uny,1.51
4bsc,4uny,1.5
4bsd,4uny,1.47
4bse,4uny,1.49
4bsf,4uny,1.47
4bsg,4uny,1.45
4bsh,4uny,1.46
4bsi,4uny,1.51
4cqp,4uny,1.53
4cqq,4uny,1.54
4cqr,4uny,1.53
4cqs,4uny,1.53
4cqt,4uny,1.54
4cqu,4uny,1.53
4cqv,4uny,1.52
4cqw,4uny,1.52
4cqx,4uny,1.52
4cqy,4uny,1.53
4cqz,4uny,1.52
4cr0,4uny,1.55
4cyv,4uny,1.58
4cyw,4uny,1.59
4cyz,4uny,1.57
4cz0,4uny,1.6
4d00,4uny,1.57
4dj6,4uny,1.48
4dj7,4uny,1.51
4dj8,4uny,1.48
4eda,4uny,1.8
4edb,4uny,1.81
4eef,4uny,1.71
4f15,4uny,1.97
4f23,4uny,1.78
4f3z,4uny,0.74
4fiu,4uny,1.78
4fnk,4uny,0.42
4fp8,4uny,0.49
4fqi,4uny,1.54
4fqj,4uny,2.66
4fqk,4uny,2.71
4fqm,4uny,2.71
4fqr,4uny,0.43
4fqv,4uny,1.56
4fqy,4uny,0.41
4gms,4uny,0.49
4gxu,4uny,1.63
4gxx,4uny,1.72
4h32,4uny,1.87
4hf5,4uny,2.14
4hfu,4uny,2.23
4hg4,4uny,2.1
4hlz,4uny,2.08
4hmg,4uny,0.43
4i78,4uny,2.08
4jtv,4uny,1.7
4jtx,4uny,1.71
4ju0,4uny,1.73
4jug,4uny,1.64
4juh,4uny,1.59
4juj,4uny,1.61
4juk,4uny,1.52
4jul,4uny,1.57
4jum,4uny,1.55
4jun,4uny,1.56
4k62,4uny,1.55
4k63,4uny,1.56
4k64,4uny,1.53
4k65,4uny,1.54
4k66,4uny,1.56
4k67,4uny,1.55
4kdm,4uny,1.69
4kdn,4uny,1.73
4kdo,4uny,1.71
4kdq,4uny,1.55
4kon,4uny,1.5
4kpq,4uny,1.71
4kps,4uny,1.71
4kth,4uny,1.71
4kvn,4uny,0.75
4kw1,4uny,1.73
4kwm,4uny,1.67
4lcx,4uny,1.59
4lkg,4uny,1.55
4lkh,4uny,1.56
4lki,4uny,1.5
4lkj,4uny,1.49
4lkk,4uny,1.48
4ln3,4uny,1.5
4ln4,4uny,1.49
4ln6,4uny,1.53
4ln8,4uny,1.55
4lvh,4uny,1.97
4lxv,4uny,1.75
4m40,4uny,2.66
4m44,4uny,2.66
4m4y,4uny,1.73
4m5z,4uny,0.66
4mc5,4uny,2.03
4mhi,4uny,1.55
4mhj,4uny,1.55
4n5j,4uny,1.68
4n5k,4uny,1.68
4n5y,4uny,1.61
4n5z,4uny,1.62
4n60,4uny,1.69
4n61,4uny,1.66
4n62,4uny,1.65
4n63,4uny,1.63
4n64,4uny,1.67
4nm8,4uny,0.44
4nrj,4uny,2.69
4nrk,4uny,2.7
4nrl,4uny,2.7
4o58,4uny,0.47
4o5i,4uny,0.63
4o5n,4uny,0.62
4py8,4uny,1.7
4qy0,4uny,1.62
4qy1,4uny,1.58
4qy2,4uny,1.61
4unx,4uny,0.43
1eo8,4unz,0.47
1ha0,4unz,0.56
1hgd,4unz,0.43
1hge,4unz,0.43
1hgf,4unz,0.45
1hgg,4unz,0.43
1hgh,4unz,0.44
1hgi,4unz,0.44
1hgj,4unz,0.45
1jsd,4unz,1.61
1jsh,4unz,1.63
1jsi,4unz,1.64
1jsm,4unz,1.48
1jsn,4unz,1.51
1jso,4unz,1.48
1ken,4unz,0.57
1mql,4unz,0.43
1mqm,4unz,0.41
1mqn,4unz,0.41
1qfu,4unz,0.48
1rd8,4unz,1.83
1ru7,4unz,1.58
1rvt,4unz,1.67
1rvx,4unz,1.59
1rvz,4unz,1.58
1ti8,4unz,1.64
2fk0,4unz,1.72
2hmg,4unz,0.45
2ibx,4unz,1.5
2rft,4unz,2.7
2rfu,4unz,2.69
2viu,4unz,0.46
2wr0,4unz,1.72
2wr1,4unz,1.74
2wr2,4unz,1.74
2wr3,4unz,2.2
2wr4,4unz,2.21
2wr5,4unz,2.23
2wr7,4unz,2.14
2wrb,4unz,1.74
2wrc,4unz,1.73
2wrd,4unz,1.72
2wre,4unz,2.15
2wrf,4unz,1.77
2wrg,4unz,1.8
2wrh,4unz,1.78
2yp2,4unz,0.7
2yp3,4unz,0.61
2yp4,4unz,0.61
2yp5,4unz,0.65
2yp7,4unz,0.71
2yp8,4unz,0.69
2yp9,4unz,0.7
2ypg,4unz,0.42
3al4,4unz,1.72
3bt6,4unz,2.69
3eyj,4unz,0.79
3eyk,4unz,0.8
3eym,4unz,0.48
3fku,4unz,1.54
3gbm,4unz,1.53
3gbn,4unz,1.71
3hmg,4unz,0.44
3hto,4unz,1.7
3htp,4unz,1.71
3htq,4unz,1.71
3htt,4unz,1.7
3ku3,4unz,2.12
3ku5,4unz,2.13
3ku6,4unz,2.13
3lzf,4unz,1.65
3lzg,4unz,1.94
3m5g,4unz,1.66
3m5h,4unz,1.63
3m5i,4unz,1.68
3m5j,4unz,1.67
3m6s,4unz,1.78
3mlh,4unz,2.01
3qqb,4unz,2.12
3qqe,4unz,2.11
3qqi,4unz,2.14
3qqo,4unz,2.46
3r2x,4unz,1.68
3s11,4unz,1.53
3s12,4unz,0.7
3s13,4unz,1.52
3sdy,4unz,0.6
3sm5,4unz,1.81
3ube,4unz,1.86
3ubj,4unz,1.74
3ubn,4unz,1.87
3ubq,4unz,1.73
3uyw,4unz,1.79
3uyx,4unz,1.89
3vun,4unz,0.54
3znk,4unz,1.52
3znl,4unz,1.51
3znm,4unz,1.51
3zp0,4unz,1.51
3zp1,4unz,1.52
3zp2,4unz,1.54
3zp3,4unz,1.53
3zp6,4unz,1.52
3zpb,4unz,1.52
3ztj,4unz,0.48
4bgw,4unz,1.5
4bgx,4unz,1.52
4bgy,4unz,1.51
4bgz,4unz,1.51
4bh0,4unz,1.5
4bh1,4unz,1.52
4bh2,4unz,1.7
4bh3,4unz,1.7
4bh4,4unz,1.7
4bsa,4unz,1.48
4bsb,4unz,1.52
4bsc,4unz,1.51
4bsd,4unz,1.48
4bse,4unz,1.51
4bsf,4unz,1.48
4bsg,4unz,1.47
4bsh,4unz,1.47
4bsi,4unz,1.53
4cqp,4unz,1.52
4cqq,4unz,1.53
4cqr,4unz,1.52
4cqs,4unz,1.53
4cqt,4unz,1.53
4cqu,4unz,1.52
4cqv,4unz,1.51
4cqw,4unz,1.5
4cqx,4unz,1.51
4cqy,4unz,1.51
4cqz,4unz,1.5
4cr0,4unz,1.55
4cyv,4unz,1.58
4cyw,4unz,1.59
4cyz,4unz,1.57
4cz0,4unz,1.6
4d00,4unz,1.57
4dj6,4unz,1.49
4dj7,4unz,1.52
4dj8,4unz,1.49
4eda,4unz,1.8
4edb,4unz,1.81
4eef,4unz,1.72
4f15,4unz,1.96
4f23,4unz,1.78
4f3z,4unz,0.69
4fiu,4unz,1.78
4fnk,4unz,0.44
4fp8,4unz,0.51
4fqi,4unz,1.53
4fqj,4unz,2.68
4fqk,4unz,2.73
4fqm,4unz,2.73
4fqr,4unz,0.45
4fqv,4unz,1.55
4fqy,4unz,0.44
4gms,4unz,0.52
4gxu,4unz,1.63
4gxx,4unz,1.73
4h32,4unz,1.86
4hf5,4unz,2.13
4hfu,4unz,2.21
4hg4,4unz,2.11
4hlz,4unz,2.06
4hmg,4unz,0.44
4i78,4unz,2.06
4jtv,4unz,1.7
4jtx,4unz,1.71
4ju0,4unz,1.73
4jug,4unz,1.64
4juh,4unz,1.6
4juj,4unz,1.62
4juk,4unz,1.51
4jul,4unz,1.56
4jum,4unz,1.54
4jun,4unz,1.55
4k62,4unz,1.54
4k63,4unz,1.55
4k64,4unz,1.52
4k65,4unz,1.54
4k66,4unz,1.55
4k67,4unz,1.55
4kdm,4unz,1.67
4kdn,4unz,1.71
4kdo,4unz,1.69
4kdq,4unz,1.54
4kon,4unz,1.51
4kpq,4unz,1.71
4kps,4unz,1.7
4kth,4unz,1.7
4kvn,4unz,0.77
4kw1,4unz,1.72
4kwm,4unz,1.67
4lcx,4unz,1.61
4lkg,4unz,1.56
4lkh,4unz,1.57
4lki,4unz,1.51
4lkj,4unz,1.5
4lkk,4unz,1.49
4ln3,4unz,1.52
4ln4,4unz,1.51
4ln6,4unz,1.54
4ln8,4unz,1.55
4lvh,4unz,1.97
4lxv,4unz,1.76
4m40,4unz,2.68
4m44,4unz,2.67
4m4y,4unz,1.73
4m5z,4unz,0.62
4mc5,4unz,2.03
4mhi,4unz,1.54
4mhj,4unz,1.54
4n5j,4unz,1.67
4n5k,4unz,1.67
4n5y,4unz,1.61
4n5z,4unz,1.61
4n60,4unz,1.69
4n61,4unz,1.65
4n62,4unz,1.64
4n63,4unz,1.63
4n64,4unz,1.66
4nm8,4unz,0.48
4nrj,4unz,2.7
4nrk,4unz,2.71
4nrl,4unz,2.71
4o58,4unz,0.49
4o5i,4unz,0.64
4o5n,4unz,0.64
4py8,4unz,1.71
4qy0,4unz,1.62
4qy1,4unz,1.58
4qy2,4unz,1.62
4unx,4unz,0.44
4uny,4unz,0.18
1eo8,4uo0,0.44
1ha0,4uo0,0.55
1hgd,4uo0,0.4
1hge,4uo0,0.39
1hgf,4uo0,0.41
1hgg,4uo0,0.41
1hgh,4uo0,0.41
1hgi,4uo0,0.41
1hgj,4uo0,0.42
1jsd,4uo0,1.65
1jsh,4uo0,1.66
1jsi,4uo0,1.66
1jsm,4uo0,1.49
1jsn,4uo0,1.51
1jso,4uo0,1.49
1ken,4uo0,0.55
1mql,4uo0,0.46
1mqm,4uo0,0.46
1mqn,4uo0,0.46
1qfu,4uo0,0.47
1rd8,4uo0,1.82
1ru7,4uo0,1.6
1rvt,4uo0,1.69
1rvx,4uo0,1.6
1rvz,4uo0,1.59
1ti8,4uo0,1.65
2fk0,4uo0,1.72
2hmg,4uo0,0.41
2ibx,4uo0,1.49
2rft,4uo0,2.7
2rfu,4uo0,2.69
2viu,4uo0,0.42
2wr0,4uo0,1.71
2wr1,4uo0,1.76
2wr2,4uo0,1.76
2wr3,4uo0,2.2
2wr4,4uo0,2.21
2wr5,4uo0,2.29
2wr7,4uo0,2.15
2wrb,4uo0,1.75
2wrc,4uo0,1.73
2wrd,4uo0,1.71
2wre,4uo0,2.23
2wrf,4uo0,1.77
2wrg,4uo0,1.79
2wrh,4uo0,1.75
2yp2,4uo0,0.73
2yp3,4uo0,0.65
2yp4,4uo0,0.64
2yp5,4uo0,0.67
2yp7,4uo0,0.75
2yp8,4uo0,0.73
2yp9,4uo0,0.73
2ypg,4uo0,0.46
3al4,4uo0,1.73
3bt6,4uo0,2.69
3eyj,4uo0,0.78
3eyk,4uo0,0.8
3eym,4uo0,0.53
3fku,4uo0,1.54
3gbm,4uo0,1.52
3gbn,4uo0,1.74
3hmg,4uo0,0.43
3hto,4uo0,1.68
3htp,4uo0,1.68
3htq,4uo0,1.69
3htt,4uo0,1.66
3ku3,4uo0,2.11
3ku5,4uo0,2.12
3ku6,4uo0,2.12
3lzf,4uo0,1.66
3lzg,4uo0,1.95
3m5g,4uo0,1.66
3m5h,4uo0,1.63
3m5i,4uo0,1.68
3m5j,4uo0,1.67
3m6s,4uo0,1.77
3mlh,4uo0,2.03
3qqb,4uo0,2.11
3qqe,4uo0,2.1
3qqi,4uo0,2.17
3qqo,4uo0,2.43
3r2x,4uo0,1.69
3s11,4uo0,1.52
3s12,4uo0,1.12
3s13,4uo0,1.5
3sdy,4uo0,0.6
3sm5,4uo0,1.82
3ube,4uo0,1.87
3ubj,4uo0,1.84
3ubn,4uo0,1.88
3ubq,4uo0,1.83
3uyw,4uo0,1.79
3uyx,4uo0,1.9
3vun,4uo0,0.53
3znk,4uo0,1.51
3znl,4uo0,1.51
3znm,4uo0,1.5
3zp0,4uo0,1.5
3zp1,4uo0,1.51
3zp2,4uo0,1.53
3zp3,4uo0,1.52
3zp6,4uo0,1.52
3zpb,4uo0,1.51
3ztj,4uo0,0.53
4bgw,4uo0,1.5
4bgx,4uo0,1.51
4bgy,4uo0,1.5
4bgz,4uo0,1.51
4bh0,4uo0,1.5
4bh1,4uo0,1.52
4bh2,4uo0,1.67
4bh3,4uo0,1.67
4bh4,4uo0,1.67
4bsa,4uo0,1.47
4bsb,4uo0,1.51
4bsc,4uo0,1.5
4bsd,4uo0,1.48
4bse,4uo0,1.49
4bsf,4uo0,1.48
4bsg,4uo0,1.46
4bsh,4uo0,1.46
4bsi,4uo0,1.52
4cqp,4uo0,1.52
4cqq,4uo0,1.53
4cqr,4uo0,1.52
4cqs,4uo0,1.53
4cqt,4uo0,1.53
4cqu,4uo0,1.52
4cqv,4uo0,1.52
4cqw,4uo0,1.49
4cqx,4uo0,1.5
4cqy,4uo0,1.51
4cqz,4uo0,1.5
4cr0,4uo0,1.56
4cyv,4uo0,1.57
4cyw,4uo0,1.55
4cyz,4uo0,1.55
4cz0,4uo0,1.57
4d00,4uo0,1.56
4dj6,4uo0,1.49
4dj7,4uo0,1.5
4dj8,4uo0,1.49
4eda,4uo0,1.8
4edb,4uo0,1.81
4eef,4uo0,1.75
4f15,4uo0,1.93
4f23,4uo0,1.78
4f3z,4uo0,0.69
4fiu,4uo0,1.77
4fnk,4uo0,0.44
4fp8,4uo0,0.49
4fqi,4uo0,1.52
4fqj,4uo0,2.67
4fqk,4uo0,2.72
4fqm,4uo0,2.72
4fqr,4uo0,0.44
4fqv,4uo0,1.56
4fqy,4uo0,0.44
4gms,4uo0,0.51
4gxu,4uo0,1.61
4gxx,4uo0,1.75
4h32,4uo0,1.82
4hf5,4uo0,2.16
4hfu,4uo0,2.2
4hg4,4uo0,2.08
4hlz,4uo0,2.05
4hmg,4uo0,0.41
4i78,4uo0,2.04
4jtv,4uo0,1.7
4jtx,4uo0,1.72
4ju0,4uo0,1.73
4jug,4uo0,1.62
4juh,4uo0,1.58
4juj,4uo0,1.62
4juk,4uo0,1.53
4jul,4uo0,1.56
4jum,4uo0,1.54
4jun,4uo0,1.55
4k62,4uo0,1.55
4k63,4uo0,1.56
4k64,4uo0,1.53
4k65,4uo0,1.55
4k66,4uo0,1.57
4k67,4uo0,1.55
4kdm,4uo0,1.65
4kdn,4uo0,1.68
4kdo,4uo0,1.66
4kdq,4uo0,1.54
4kon,4uo0,1.5
4kpq,4uo0,1.71
4kps,4uo0,1.71
4kth,4uo0,1.7
4kvn,4uo0,0.81
4kw1,4uo0,1.69
4kwm,4uo0,1.67
4lcx,4uo0,1.61
4lkg,4uo0,1.56
4lkh,4uo0,1.56
4lki,4uo0,1.5
4lkj,4uo0,1.49
4lkk,4uo0,1.48
4ln3,4uo0,1.51
4ln4,4uo0,1.5
4ln6,4uo0,1.53
4ln8,4uo0,1.53
4lvh,4uo0,1.96
4lxv,4uo0,1.77
4m40,4uo0,2.66
4m44,4uo0,2.66
4m4y,4uo0,1.74
4m5z,4uo0,0.62
4mc5,4uo0,2.04
4mhi,4uo0,1.54
4mhj,4uo0,1.54
4n5j,4uo0,1.68
4n5k,4uo0,1.69
4n5y,4uo0,1.61
4n5z,4uo0,1.61
4n60,4uo0,1.7
4n61,4uo0,1.67
4n62,4uo0,1.66
4n63,4uo0,1.64
4n64,4uo0,1.68
4nm8,4uo0,0.45
4nrj,4uo0,2.69
4nrk,4uo0,2.7
4nrl,4uo0,2.7
4o58,4uo0,0.52
4o5i,4uo0,0.67
4o5n,4uo0,0.67
4py8,4uo0,1.73
4qy0,4uo0,1.61
4qy1,4uo0,1.57
4qy2,4uo0,1.6
4unx,4uo0,0.5
4uny,4uo0,0.37
4unz,4uo0,0.36
1eo8,4uo1,0.54
1ha0,4uo1,0.67
1hgd,4uo1,0.51
1hge,4uo1,0.5
1hgf,4uo1,0.52
1hgg,4uo1,0.52
1hgh,4uo1,0.52
1hgi,4uo1,0.52
1hgj,4uo1,0.53
1jsd,4uo1,1.7
1jsh,4uo1,1.71
1jsi,4uo1,1.71
1jsm,4uo1,1.51
1jsn,4uo1,1.53
1jso,4uo1,1.52
1ken,4uo1,0.63
1mql,4uo1,0.55
1mqm,4uo1,0.56
1mqn,4uo1,0.56
1qfu,4uo1,0.56
1rd8,4uo1,1.83
1ru7,4uo1,1.63
1rvt,4uo1,1.71
1rvx,4uo1,1.62
1rvz,4uo1,1.61
1ti8,4uo1,1.71
2fk0,4uo1,1.73
2hmg,4uo1,0.52
2ibx,4uo1,1.52
2rft,4uo1,2.72
2rfu,4uo1,2.72
2viu,4uo1,0.51
2wr0,4uo1,1.72
2wr1,4uo1,1.77
2wr2,4uo1,1.77
2wr3,4uo1,2.19
2wr4,4uo1,2.19
2wr5,4uo1,2.26
2wr7,4uo1,2.22
2wrb,4uo1,1.76
2wrc,4uo1,1.74
2wrd,4uo1,1.72
2wre,4uo1,2.21
2wrf,4uo1,1.78
2wrg,4uo1,1.8
2wrh,4uo1,1.76
2yp2,4uo1,0.78
2yp3,4uo1,0.69
2yp4,4uo1,0.69
2yp5,4uo1,0.72
2yp7,4uo1,0.8
2yp8,4uo1,0.78
2yp9,4uo1,0.79
2ypg,4uo1,0.55
3al4,4uo1,1.74
3bt6,4uo1,2.72
3eyj,4uo1,0.83
3eyk,4uo1,0.85
3eym,4uo1,0.63
3fku,4uo1,1.55
3gbm,4uo1,1.54
3gbn,4uo1,1.76
3hmg,4uo1,0.54
3hto,4uo1,1.71
3htp,4uo1,1.7
3htq,4uo1,1.72
3htt,4uo1,1.69
3ku3,4uo1,2.11
3ku5,4uo1,2.12
3ku6,4uo1,2.12
3lzf,4uo1,1.69
3lzg,4uo1,1.97
3m5g,4uo1,1.72
3m5h,4uo1,1.69
3m5i,4uo1,1.73
3m5j,4uo1,1.73
3m6s,4uo1,1.78
3mlh,4uo1,2.03
3qqb,4uo1,2.11
3qqe,4uo1,2.11
3qqi,4uo1,2.14
3qqo,4uo1,2.44
3r2x,4uo1,1.71
3s11,4uo1,1.53
3s12,4uo1,0.77
3s13,4uo1,1.52
3sdy,4uo1,0.67
3sm5,4uo1,1.84
3ube,4uo1,1.89
3ubj,4uo1,1.86
3ubn,4uo1,1.89
3ubq,4uo1,1.85
3uyw,4uo1,1.8
3uyx,4uo1,1.9
3vun,4uo1,0.58
3znk,4uo1,1.53
3znl,4uo1,1.52
3znm,4uo1,1.52
3zp0,4uo1,1.52
3zp1,4uo1,1.53
3zp2,4uo1,1.55
3zp3,4uo1,1.54
3zp6,4uo1,1.53
3zpb,4uo1,1.53
3ztj,4uo1,0.58
4bgw,4uo1,1.52
4bgx,4uo1,1.53
4bgy,4uo1,1.52
4bgz,4uo1,1.53
4bh0,4uo1,1.53
4bh1,4uo1,1.53
4bh2,4uo1,1.68
4bh3,4uo1,1.68
4bh4,4uo1,1.68
4bsa,4uo1,1.5
4bsb,4uo1,1.55
4bsc,4uo1,1.54
4bsd,4uo1,1.52
4bse,4uo1,1.53
4bsf,4uo1,1.52
4bsg,4uo1,1.51
4bsh,4uo1,1.51
4bsi,4uo1,1.56
4cqp,4uo1,1.53
4cqq,4uo1,1.54
4cqr,4uo1,1.54
4cqs,4uo1,1.55
4cqt,4uo1,1.54
4cqu,4uo1,1.53
4cqv,4uo1,1.54
4cqw,4uo1,1.51
4cqx,4uo1,1.52
4cqy,4uo1,1.52
4cqz,4uo1,1.51
4cr0,4uo1,1.57
4cyv,4uo1,1.62
4cyw,4uo1,1.58
4cyz,4uo1,1.6
4cz0,4uo1,1.6
4d00,4uo1,1.62
4dj6,4uo1,1.53
4dj7,4uo1,1.54
4dj8,4uo1,1.53
4eda,4uo1,1.81
4edb,4uo1,1.81
4eef,4uo1,1.77
4f15,4uo1,1.93
4f23,4uo1,1.81
4f3z,4uo1,0.69
4fiu,4uo1,1.8
4fnk,4uo1,0.55
4fp8,4uo1,0.57
4fqi,4uo1,1.55
4fqj,4uo1,2.7
4fqk,4uo1,2.74
4fqm,4uo1,2.74
4fqr,4uo1,0.54
4fqv,4uo1,1.62
4fqy,4uo1,0.55
4gms,4uo1,0.59
4gxu,4uo1,1.63
4gxx,4uo1,1.78
4h32,4uo1,1.83
4hf5,4uo1,2.12
4hfu,4uo1,2.18
4hg4,4uo1,2.08
4hlz,4uo1,2.05
4hmg,4uo1,0.52
4i78,4uo1,2.02
4jtv,4uo1,1.72
4jtx,4uo1,1.73
4ju0,4uo1,1.74
4jug,4uo1,1.64
4juh,4uo1,1.6
4juj,4uo1,1.64
4juk,4uo1,1.55
4jul,4uo1,1.58
4jum,4uo1,1.56
4jun,4uo1,1.56
4k62,4uo1,1.57
4k63,4uo1,1.57
4k64,4uo1,1.55
4k65,4uo1,1.57
4k66,4uo1,1.58
4k67,4uo1,1.57
4kdm,4uo1,1.66
4kdn,4uo1,1.68
4kdo,4uo1,1.67
4kdq,4uo1,1.56
4kon,4uo1,1.56
4kpq,4uo1,1.74
4kps,4uo1,1.73
4kth,4uo1,1.7
4kvn,4uo1,0.85
4kw1,4uo1,1.7
4kwm,4uo1,1.68
4lcx,4uo1,1.67
4lkg,4uo1,1.61
4lkh,4uo1,1.61
4lki,4uo1,1.56
4lkj,4uo1,1.54
4lkk,4uo1,1.54
4ln3,4uo1,1.57
4ln4,4uo1,1.56
4ln6,4uo1,1.59
4ln8,4uo1,1.6
4lvh,4uo1,1.95
4lxv,4uo1,1.78
4m40,4uo1,2.69
4m44,4uo1,2.69
4m4y,4uo1,1.76
4m5z,4uo1,0.65
4mc5,4uo1,2.04
4mhi,4uo1,1.56
4mhj,4uo1,1.56
4n5j,4uo1,1.75
4n5k,4uo1,1.75
4n5y,4uo1,1.62
4n5z,4uo1,1.63
4n60,4uo1,1.76
4n61,4uo1,1.73
4n62,4uo1,1.72
4n63,4uo1,1.7
4n64,4uo1,1.74
4nm8,4uo1,0.56
4nrj,4uo1,2.71
4nrk,4uo1,2.72
4nrl,4uo1,2.72
4o58,4uo1,0.6
4o5i,4uo1,0.71
4o5n,4uo1,0.73
4py8,4uo1,1.75
4qy0,4uo1,1.66
4qy1,4uo1,1.62
4qy2,4uo1,1.66
4unx,4uo1,0.52
4uny,4uo1,0.46
4unz,4uo1,0.44
4uo0,4uo1,0.28
1eo8,4uo2,0.49
1ha0,4uo2,0.62
1hgd,4uo2,0.46
1hge,4uo2,0.45
1hgf,4uo2,0.46
1hgg,4uo2,0.46
1hgh,4uo2,0.46
1hgi,4uo2,0.47
1hgj,4uo2,0.48
1jsd,4uo2,1.67
1jsh,4uo2,1.69
1jsi,4uo2,1.69
1jsm,4uo2,1.51
1jsn,4uo2,1.53
1jso,4uo2,1.51
1ken,4uo2,0.57
1mql,4uo2,0.49
1mqm,4uo2,0.49
1mqn,4uo2,0.49
1qfu,4uo2,0.51
1rd8,4uo2,1.83
1ru7,4uo2,1.62
1rvt,4uo2,1.72
1rvx,4uo2,1.62
1rvz,4uo2,1.61
1ti8,4uo2,1.7
2fk0,4uo2,1.73
2hmg,4uo2,0.46
2ibx,4uo2,1.52
2rft,4uo2,2.72
2rfu,4uo2,2.71
2viu,4uo2,0.47
2wr0,4uo2,1.72
2wr1,4uo2,1.76
2wr2,4uo2,1.77
2wr3,4uo2,2.18
2wr4,4uo2,2.18
2wr5,4uo2,2.28
2wr7,4uo2,2.14
2wrb,4uo2,1.75
2wrc,4uo2,1.73
2wrd,4uo2,1.72
2wre,4uo2,2.22
2wrf,4uo2,1.77
2wrg,4uo2,1.8
2wrh,4uo2,1.77
2yp2,4uo2,0.75
2yp3,4uo2,0.66
2yp4,4uo2,0.66
2yp5,4uo2,0.69
2yp7,4uo2,0.77
2yp8,4uo2,0.75
2yp9,4uo2,0.75
2ypg,4uo2,0.5
3al4,4uo2,1.74
3bt6,4uo2,2.71
3eyj,4uo2,0.78
3eyk,4uo2,0.8
3eym,4uo2,0.59
3fku,4uo2,1.55
3gbm,4uo2,1.54
3gbn,4uo2,1.77
3hmg,4uo2,0.48
3hto,4uo2,1.7
3htp,4uo2,1.7
3htq,4uo2,1.71
3htt,4uo2,1.68
3ku3,4uo2,2.12
3ku5,4uo2,2.13
3ku6,4uo2,2.13
3lzf,4uo2,1.69
3lzg,4uo2,1.97
3m5g,4uo2,1.71
3m5h,4uo2,1.67
3m5i,4uo2,1.73
3m5j,4uo2,1.71
3m6s,4uo2,1.78
3mlh,4uo2,2.05
3qqb,4uo2,2.12
3qqe,4uo2,2.12
3qqi,4uo2,2.14
3qqo,4uo2,2.44
3r2x,4uo2,1.71
3s11,4uo2,1.53
3s12,4uo2,0.77
3s13,4uo2,1.52
3sdy,4uo2,0.65
3sm5,4uo2,1.83
3ube,4uo2,1.9
3ubj,4uo2,1.85
3ubn,4uo2,1.9
3ubq,4uo2,1.84
3uyw,4uo2,1.8
3uyx,4uo2,1.92
3vun,4uo2,0.56
3znk,4uo2,1.53
3znl,4uo2,1.52
3znm,4uo2,1.52
3zp0,4uo2,1.51
3zp1,4uo2,1.53
3zp2,4uo2,1.55
3zp3,4uo2,1.54
3zp6,4uo2,1.53
3zpb,4uo2,1.53
3ztj,4uo2,0.54
4bgw,4uo2,1.52
4bgx,4uo2,1.53
4bgy,4uo2,1.51
4bgz,4uo2,1.53
4bh0,4uo2,1.52
4bh1,4uo2,1.53
4bh2,4uo2,1.69
4bh3,4uo2,1.68
4bh4,4uo2,1.68
4bsa,4uo2,1.5
4bsb,4uo2,1.54
4bsc,4uo2,1.54
4bsd,4uo2,1.51
4bse,4uo2,1.53
4bsf,4uo2,1.51
4bsg,4uo2,1.51
4bsh,4uo2,1.5
4bsi,4uo2,1.56
4cqp,4uo2,1.53
4cqq,4uo2,1.54
4cqr,4uo2,1.53
4cqs,4uo2,1.55
4cqt,4uo2,1.54
4cqu,4uo2,1.53
4cqv,4uo2,1.54
4cqw,4uo2,1.51
4cqx,4uo2,1.52
4cqy,4uo2,1.52
4cqz,4uo2,1.52
4cr0,4uo2,1.57
4cyv,4uo2,1.61
4cyw,4uo2,1.59
4cyz,4uo2,1.59
4cz0,4uo2,1.61
4d00,4uo2,1.61
4dj6,4uo2,1.52
4dj7,4uo2,1.54
4dj8,4uo2,1.52
4eda,4uo2,1.82
4edb,4uo2,1.81
4eef,4uo2,1.77
4f15,4uo2,1.94
4f23,4uo2,1.81
4f3z,4uo2,0.7
4fiu,4uo2,1.8
4fnk,4uo2,0.5
4fp8,4uo2,0.54
4fqi,4uo2,1.54
4fqj,4uo2,2.69
4fqk,4uo2,2.74
