p_id,p_id2,score
1mqn,1hgh,1621.0
1mqn,1hgi,1621.0
1mqn,4unz,1503.0
1mqn,3eyk,1018.0
1mqn,4kon,589.0
1mqn,3eyj,1018.0
1mqn,2yp8,1403.0
1mqn,3ztj,1621.0
1mqn,4kwm,554.0
1mqn,4d00,664.0
1mqn,4k66,541.0
1mqn,3uyw,221.0
1mqn,4kdq,553.0
1mqn,2ibx,567.0
1mqn,3uyx,224.0
1mqn,3ube,556.0
1mqn,2ypg,1621.0
1mqn,3m5j,594.0
1mqn,4m5z,222.0
1mqn,3m5h,594.0
1mqn,3m5g,594.0
1mqn,4uoa,1472.0
1mqn,3ubj,556.0
1mqn,4bsh,610.0
1mqn,3gbm,574.0
1mqn,3gbn,605.0
1mqn,4gms,1542.0
1mqn,3r2x,597.0
1mqn,4fp8,1309.0
1mqn,4kdo,557.0
1mqn,3zp3,562.0
1mqn,4kdm,557.0
1mqn,4unx,1503.0
1mqn,4kth,564.0
1mqn,3al4,547.0
3ku5,3ku6,1737.0
3ku5,4bse,508.0
3ku5,3ku3,1731.0
3ku5,4lkj,493.0
3ku5,2hmg,547.0
3ku5,4jug,1075.0
3ku5,4fqv,508.0
3ku5,4o5i,506.0
3ku5,4juk,1217.0
3ku5,4juj,1075.0
3ku5,4jum,1193.0
3ku5,4jul,1207.0
3ku5,4o5n,506.0
3ku5,4jun,1213.0
3ku5,1ken,547.0
3ku5,4kdn,1205.0
3ku5,4gxu,1085.0
3ku5,2yp3,502.0
3ku5,2yp2,502.0
3ku5,4uny,521.0
3ku5,4bh1,1193.0
3ku5,2yp7,501.0
3ku5,4n5k,508.0
3ku5,4n5j,508.0
3ku5,4uo0,511.0
3ku5,4uo1,511.0
3ku5,2yp9,501.0
3ku5,4uo3,512.0
3ku5,4uo4,504.0
3ku5,4uo5,504.0
3ku5,4uo6,504.0
3ku5,4uo7,504.0
3ku5,4lkg,489.0
3ku5,4n5y,1228.0
3ku5,4n5z,1222.0
3ku5,4lki,493.0
3ku5,4lkh,489.0
3ku5,4lkk,493.0
3ku5,3htt,1099.0
3ku5,1hgf,547.0
3ku5,1hgg,547.0
3ku5,1hgd,539.0
3ku5,1hge,539.0
3ku5,4fiu,778.0
3ku5,4lcx,489.0
3ku5,3ubn,969.0
3ku5,1hgj,547.0
3ku5,4bh4,1204.0
3ku5,1hgh,547.0
3ku5,1hgi,547.0
3ku5,4unz,521.0
3ku5,3eyk,535.0
3ku5,4kon,499.0
3ku5,3eyj,535.0
3ku5,2yp8,501.0
3ku5,3ztj,547.0
3ku5,4kwm,1239.0
3ku5,4d00,558.0
3ku5,4k66,1230.0
3ku5,3uyw,450.0
3ku5,4kdq,1203.0
3ku5,2ibx,1218.0
3ku5,3uyx,455.0
3ku5,3ube,969.0
3ku5,2ypg,547.0
3ku5,3m5j,488.0
3ku5,4m5z,454.0
3ku5,3m5h,488.0
3ku5,3m5g,488.0
3ku5,4uoa,507.0
3ku5,3ubj,969.0
3ku5,4bsh,522.0
3ku5,3gbm,1229.0
3ku5,3gbn,1085.0
3ku5,4gms,546.0
3ku5,3r2x,1068.0
3ku5,4fp8,382.0
3ku5,4kdo,1205.0
3ku5,3zp3,1208.0
3ku5,4kdm,1205.0
3ku5,4unx,521.0
3ku5,4kth,1223.0
3ku5,3al4,968.0
3ku6,4bse,514.0
3ku6,3ku3,1737.0
3ku6,4lkj,499.0
3ku6,2hmg,543.0
3ku6,4jug,1081.0
3ku6,4fqv,514.0
3ku6,4o5i,502.0
3ku6,4juk,1223.0
3ku6,4juj,1081.0
3ku6,4jum,1199.0
3ku6,4jul,1213.0
3ku6,4o5n,502.0
3ku6,4jun,1219.0
3ku6,1ken,543.0
3ku6,4kdn,1211.0
3ku6,4gxu,1091.0
3ku6,2yp3,498.0
3ku6,2yp2,498.0
3ku6,4uny,527.0
3ku6,4bh1,1199.0
3ku6,2yp7,497.0
3ku6,4n5k,514.0
3ku6,4n5j,514.0
3ku6,4uo0,517.0
3ku6,4uo1,517.0
3ku6,2yp9,497.0
3ku6,4uo3,518.0
3ku6,4uo4,510.0
3ku6,4uo5,510.0
3ku6,4uo6,510.0
3ku6,4uo7,510.0
3ku6,4lkg,495.0
3ku6,4n5y,1234.0
3ku6,4n5z,1228.0
3ku6,4lki,499.0
3ku6,4lkh,495.0
3ku6,4lkk,499.0
3ku6,3htt,1105.0
3ku6,1hgf,543.0
3ku6,1hgg,543.0
3ku6,1hgd,535.0
3ku6,1hge,535.0
3ku6,4fiu,774.0
3ku6,4lcx,495.0
3ku6,3ubn,975.0
3ku6,1hgj,543.0
3ku6,4bh4,1210.0
3ku6,1hgh,543.0
3ku6,1hgi,543.0
3ku6,4unz,527.0
3ku6,3eyk,541.0
3ku6,4kon,505.0
3ku6,3eyj,541.0
3ku6,2yp8,497.0
3ku6,3ztj,543.0
3ku6,4kwm,1245.0
3ku6,4d00,564.0
3ku6,4k66,1226.0
3ku6,3uyw,456.0
3ku6,4kdq,1209.0
3ku6,2ibx,1224.0
3ku6,3uyx,461.0
3ku6,3ube,975.0
3ku6,2ypg,543.0
3ku6,3m5j,488.0
3ku6,4m5z,460.0
3ku6,3m5h,488.0
3ku6,3m5g,488.0
3ku6,4uoa,513.0
3ku6,3ubj,975.0
3ku6,4bsh,528.0
3ku6,3gbm,1235.0
3ku6,3gbn,1091.0
3ku6,4gms,542.0
3ku6,3r2x,1074.0
3ku6,4fp8,378.0
3ku6,4kdo,1211.0
3ku6,3zp3,1214.0
3ku6,4kdm,1211.0
3ku6,4unx,527.0
3ku6,4kth,1229.0
3ku6,3al4,974.0
4bse,3ku3,508.0
4bse,4lkj,1631.0
4bse,2hmg,597.0
4bse,4jug,555.0
4bse,4fqv,1596.0
4bse,4o5i,561.0
4bse,4juk,545.0
4bse,4juj,555.0
4bse,4jum,528.0
4bse,4jul,540.0
4bse,4o5n,561.0
4bse,4jun,521.0
4bse,1ken,597.0
4bse,4kdn,540.0
4bse,4gxu,537.0
4bse,2yp3,554.0
4bse,2yp2,554.0
4bse,4uny,620.0
4bse,4bh1,541.0
4bse,2yp7,549.0
4bse,4n5k,1660.0
4bse,4n5j,1660.0
4bse,4uo0,613.0
4bse,4uo1,613.0
4bse,2yp9,549.0
4bse,4uo3,617.0
4bse,4uo4,625.0
4bse,4uo5,625.0
4bse,4uo6,625.0
4bse,4uo7,625.0
4bse,4lkg,1622.0
4bse,4n5y,535.0
4bse,4n5z,529.0
4bse,4lki,1631.0
4bse,4lkh,1622.0
4bse,4lkk,1631.0
4bse,3htt,542.0
4bse,1hgf,597.0
4bse,1hgg,597.0
4bse,1hgd,596.0
4bse,1hge,596.0
4bse,4fiu,402.0
4bse,4lcx,1622.0
4bse,3ubn,492.0
4bse,1hgj,597.0
4bse,4bh4,528.0
4bse,1hgh,597.0
4bse,1hgi,597.0
4bse,4unz,620.0
4bse,3eyk,597.0
4bse,4kon,1637.0
4bse,3eyj,597.0
4bse,2yp8,549.0
4bse,3ztj,597.0
4bse,4kwm,561.0
4bse,4d00,909.0
4bse,4k66,534.0
4bse,3uyw,202.0
4bse,4kdq,529.0
4bse,2ibx,557.0
4bse,3uyx,201.0
4bse,3ube,492.0
4bse,2ypg,597.0
4bse,3m5j,1357.0
4bse,4m5z,201.0
4bse,3m5h,1357.0
4bse,3m5g,1357.0
4bse,4uoa,625.0
4bse,3ubj,492.0
4bse,4bsh,1614.0
4bse,3gbm,540.0
4bse,3gbn,537.0
4bse,4gms,583.0
4bse,3r2x,548.0
4bse,4fp8,382.0
4bse,4kdo,540.0
4bse,3zp3,547.0
4bse,4kdm,540.0
4bse,4unx,620.0
4bse,4kth,543.0
4bse,3al4,491.0
3ku3,4lkj,506.0
3ku3,2hmg,537.0
3ku3,4jug,1088.0
3ku3,4fqv,521.0
3ku3,4o5i,497.0
3ku3,4juk,1230.0
3ku3,4juj,1088.0
3ku3,4jum,1206.0
3ku3,4jul,1220.0
3ku3,4o5n,497.0
3ku3,4jun,1226.0
3ku3,1ken,537.0
3ku3,4kdn,1205.0
3ku3,4gxu,1098.0
3ku3,2yp3,493.0
3ku3,2yp2,493.0
3ku3,4uny,534.0
3ku3,4bh1,1206.0
3ku3,2yp7,492.0
3ku3,4n5k,508.0
3ku3,4n5j,508.0
3ku3,4uo0,524.0
3ku3,4uo1,524.0
3ku3,2yp9,492.0
3ku3,4uo3,525.0
3ku3,4uo4,517.0
3ku3,4uo5,517.0
3ku3,4uo6,517.0
3ku3,4uo7,517.0
3ku3,4lkg,502.0
3ku3,4n5y,1228.0
3ku3,4n5z,1222.0
3ku3,4lki,506.0
3ku3,4lkh,502.0
3ku3,4lkk,506.0
3ku3,3htt,1112.0
3ku3,1hgf,537.0
3ku3,1hgg,537.0
3ku3,1hgd,529.0
3ku3,1hge,529.0
3ku3,4fiu,781.0
3ku3,4lcx,502.0
3ku3,3ubn,982.0
3ku3,1hgj,537.0
3ku3,4bh4,1204.0
3ku3,1hgh,537.0
3ku3,1hgi,537.0
3ku3,4unz,534.0
3ku3,3eyk,548.0
3ku3,4kon,499.0
3ku3,3eyj,548.0
3ku3,2yp8,492.0
3ku3,3ztj,537.0
3ku3,4kwm,1252.0
3ku3,4d00,571.0
3ku3,4k66,1220.0
3ku3,3uyw,463.0
3ku3,4kdq,1216.0
3ku3,2ibx,1231.0
3ku3,3uyx,468.0
3ku3,3ube,982.0
3ku3,2ypg,537.0
3ku3,3m5j,488.0
3ku3,4m5z,467.0
3ku3,3m5h,488.0
3ku3,3m5g,488.0
3ku3,4uoa,520.0
3ku3,3ubj,982.0
3ku3,4bsh,535.0
3ku3,3gbm,1242.0
3ku3,3gbn,1098.0
3ku3,4gms,536.0
3ku3,3r2x,1081.0
3ku3,4fp8,372.0
3ku3,4kdo,1205.0
3ku3,3zp3,1221.0
3ku3,4kdm,1205.0
3ku3,4unx,534.0
3ku3,4kth,1236.0
3ku3,3al4,981.0
4lkj,2hmg,591.0
4lkj,4jug,545.0
4lkj,4fqv,1580.0
4lkj,4o5i,556.0
4lkj,4juk,535.0
4lkj,4juj,545.0
4lkj,4jum,526.0
4lkj,4jul,538.0
4lkj,4o5n,556.0
4lkj,4jun,519.0
4lkj,1ken,591.0
4lkj,4kdn,515.0
4lkj,4gxu,537.0
4lkj,2yp3,549.0
4lkj,2yp2,549.0
4lkj,4uny,627.0
4lkj,4bh1,529.0
4lkj,2yp7,544.0
4lkj,4n5k,1631.0
4lkj,4n5j,1631.0
4lkj,4uo0,620.0
4lkj,4uo1,620.0
4lkj,2yp9,544.0
4lkj,4uo3,624.0
4lkj,4uo4,632.0
4lkj,4uo5,632.0
4lkj,4uo6,632.0
4lkj,4uo7,632.0
4lkj,4lkg,1606.0
4lkj,4n5y,520.0
4lkj,4n5z,514.0
4lkj,4lki,1650.0
4lkj,4lkh,1606.0
4lkj,4lkk,1650.0
4lkj,3htt,532.0
4lkj,1hgf,591.0
4lkj,1hgg,591.0
4lkj,1hgd,590.0
4lkj,1hge,590.0
4lkj,4fiu,396.0
4lkj,4lcx,1606.0
4lkj,3ubn,482.0
4lkj,1hgj,591.0
4lkj,4bh4,513.0
4lkj,1hgh,591.0
4lkj,1hgi,591.0
4lkj,4unz,627.0
4lkj,3eyk,602.0
4lkj,4kon,1643.0
4lkj,3eyj,602.0
4lkj,2yp8,544.0
4lkj,3ztj,591.0
4lkj,4kwm,559.0
4lkj,4d00,903.0
4lkj,4k66,519.0
4lkj,3uyw,212.0
4lkj,4kdq,527.0
4lkj,2ibx,545.0
4lkj,3uyx,211.0
4lkj,3ube,482.0
4lkj,2ypg,591.0
4lkj,3m5j,1344.0
4lkj,4m5z,210.0
4lkj,3m5h,1344.0
4lkj,3m5g,1344.0
4lkj,4uoa,632.0
4lkj,3ubj,482.0
4lkj,4bsh,1598.0
4lkj,3gbm,538.0
4lkj,3gbn,537.0
4lkj,4gms,577.0
4lkj,3r2x,538.0
4lkj,4fp8,378.0
4lkj,4kdo,515.0
4lkj,3zp3,535.0
4lkj,4kdm,515.0
4lkj,4unx,627.0
4lkj,4kth,543.0
4lkj,3al4,481.0
2hmg,4jug,594.0
2hmg,4fqv,597.0
2hmg,4o5i,1367.0
2hmg,4juk,537.0
2hmg,4juj,594.0
2hmg,4jum,532.0
2hmg,4jul,520.0
2hmg,4o5n,1367.0
2hmg,4jun,530.0
2hmg,1ken,1683.0
2hmg,4kdn,564.0
2hmg,4gxu,595.0
2hmg,2yp3,1404.0
2hmg,2yp2,1404.0
2hmg,4uny,1494.0
2hmg,4bh1,529.0
2hmg,2yp7,1399.0
2hmg,4n5k,597.0
2hmg,4n5j,597.0
2hmg,4uo0,1478.0
2hmg,4uo1,1478.0
2hmg,2yp9,1399.0
2hmg,4uo3,1482.0
2hmg,4uo4,1455.0
2hmg,4uo5,1455.0
2hmg,4uo6,1455.0
2hmg,4uo7,1455.0
2hmg,4lkg,581.0
2hmg,4n5y,578.0
2hmg,4n5z,572.0
2hmg,4lki,591.0
2hmg,4lkh,581.0
2hmg,4lkk,591.0
2hmg,3htt,574.0
2hmg,1hgf,1683.0
2hmg,1hgg,1683.0
2hmg,1hgd,1675.0
2hmg,1hge,1675.0
2hmg,4fiu,420.0
2hmg,4lcx,581.0
2hmg,3ubn,548.0
2hmg,1hgj,1683.0
2hmg,4bh4,563.0
2hmg,1hgh,1683.0
2hmg,1hgi,1683.0
2hmg,4unz,1494.0
2hmg,3eyk,1003.0
2hmg,4kon,597.0
2hmg,3eyj,1003.0
2hmg,2yp8,1399.0
2hmg,3ztj,1683.0
2hmg,4kwm,548.0
2hmg,4d00,658.0
2hmg,4k66,549.0
2hmg,3uyw,212.0
2hmg,4kdq,549.0
2hmg,2ibx,564.0
2hmg,3uyx,215.0
2hmg,3ube,548.0
2hmg,2ypg,1683.0
2hmg,3m5j,595.0
2hmg,4m5z,213.0
2hmg,3m5h,595.0
2hmg,3m5g,595.0
2hmg,4uoa,1458.0
2hmg,3ubj,548.0
2hmg,4bsh,605.0
2hmg,3gbm,571.0
2hmg,3gbn,595.0
2hmg,4gms,1576.0
2hmg,3r2x,587.0
2hmg,4fp8,1367.0
2hmg,4kdo,564.0
2hmg,3zp3,559.0
2hmg,4kdm,564.0
2hmg,4unx,1494.0
2hmg,4kth,545.0
2hmg,3al4,539.0
4jug,4fqv,558.0
4jug,4o5i,562.0
4jug,4juk,1034.0
4jug,4juj,1736.0
4jug,4jum,1035.0
4jug,4jul,1018.0
4jug,4o5n,562.0
4jug,4jun,1026.0
4jug,1ken,594.0
4jug,4kdn,1046.0
4jug,4gxu,1718.0
4jug,2yp3,570.0
4jug,2yp2,570.0
4jug,4uny,582.0
4jug,4bh1,1025.0
4jug,2yp7,565.0
4jug,4n5k,555.0
4jug,4n5j,555.0
4jug,4uo0,597.0
4jug,4uo1,597.0
4jug,2yp9,565.0
4jug,4uo3,598.0
4jug,4uo4,615.0
4jug,4uo5,615.0
4jug,4uo6,615.0
4jug,4uo7,615.0
4jug,4lkg,556.0
4jug,4n5y,1041.0
4jug,4n5z,1035.0
4jug,4lki,545.0
4jug,4lkh,556.0
4jug,4lkk,545.0
4jug,3htt,1634.0
4jug,1hgf,594.0
4jug,1hgg,594.0
4jug,1hgd,594.0
4jug,1hge,594.0
4jug,4fiu,764.0
4jug,4lcx,556.0
4jug,3ubn,1474.0
4jug,1hgj,594.0
4jug,4bh4,1034.0
4jug,1hgh,594.0
4jug,1hgi,594.0
4jug,4unz,582.0
4jug,3eyk,548.0
4jug,4kon,538.0
4jug,3eyj,548.0
4jug,2yp8,565.0
4jug,3ztj,594.0
4jug,4kwm,1039.0
4jug,4d00,607.0
4jug,4k66,1014.0
4jug,3uyw,831.0
4jug,4kdq,1012.0
4jug,2ibx,1059.0
4jug,3uyx,835.0
4jug,3ube,1474.0
4jug,2ypg,594.0
4jug,3m5j,523.0
4jug,4m5z,844.0
4jug,3m5h,523.0
4jug,3m5g,523.0
4jug,4uoa,617.0
4jug,3ubj,1474.0
4jug,4bsh,573.0
4jug,3gbm,1047.0
4jug,3gbn,1718.0
4jug,4gms,576.0
4jug,3r2x,1729.0
4jug,4fp8,435.0
4jug,4kdo,1046.0
4jug,3zp3,1054.0
4jug,4kdm,1046.0
4jug,4unx,582.0
4jug,4kth,1030.0
4jug,3al4,1473.0
4fqv,4o5i,574.0
4fqv,4juk,557.0
4fqv,4juj,558.0
4fqv,4jum,540.0
4fqv,4jul,550.0
4fqv,4o5n,574.0
4fqv,4jun,534.0
4fqv,1ken,597.0
4fqv,4kdn,539.0
4fqv,4gxu,540.0
4fqv,2yp3,570.0
4fqv,2yp2,570.0
4fqv,4uny,622.0
4fqv,4bh1,554.0
4fqv,2yp7,565.0
4fqv,4n5k,1596.0
4fqv,4n5j,1596.0
4fqv,4uo0,619.0
4fqv,4uo1,619.0
4fqv,2yp9,565.0
4fqv,4uo3,623.0
4fqv,4uo4,632.0
4fqv,4uo5,632.0
4fqv,4uo6,632.0
4fqv,4uo7,632.0
4fqv,4lkg,1591.0
4fqv,4n5y,534.0
4fqv,4n5z,528.0
4fqv,4lki,1580.0
4fqv,4lkh,1591.0
4fqv,4lkk,1580.0
4fqv,3htt,540.0
4fqv,1hgf,597.0
4fqv,1hgg,597.0
4fqv,1hgd,598.0
4fqv,1hge,598.0
4fqv,4fiu,392.0
4fqv,4lcx,1591.0
4fqv,3ubn,491.0
4fqv,1hgj,597.0
4fqv,4bh4,527.0
4fqv,1hgh,597.0
4fqv,1hgi,597.0
4fqv,4unz,622.0
4fqv,3eyk,600.0
4fqv,4kon,1573.0
4fqv,3eyj,600.0
4fqv,2yp8,565.0
4fqv,3ztj,597.0
4fqv,4kwm,571.0
4fqv,4d00,909.0
4fqv,4k66,530.0
4fqv,3uyw,206.0
4fqv,4kdq,539.0
4fqv,2ibx,569.0
4fqv,3uyx,205.0
4fqv,3ube,491.0
4fqv,2ypg,597.0
4fqv,3m5j,1350.0
4fqv,4m5z,203.0
4fqv,3m5h,1350.0
4fqv,3m5g,1350.0
4fqv,4uoa,632.0
4fqv,3ubj,491.0
4fqv,4bsh,1641.0
4fqv,3gbm,552.0
4fqv,3gbn,540.0
4fqv,4gms,577.0
4fqv,3r2x,551.0
4fqv,4fp8,382.0
4fqv,4kdo,539.0
4fqv,3zp3,559.0
4fqv,4kdm,539.0
4fqv,4unx,622.0
4fqv,4kth,555.0
4fqv,3al4,490.0
4o5i,4juk,513.0
4o5i,4juj,562.0
4o5i,4jum,523.0
4o5i,4jul,505.0
4o5i,4o5n,1685.0
4o5i,4jun,526.0
4o5i,1ken,1367.0
4o5i,4kdn,532.0
4o5i,4gxu,579.0
4o5i,2yp3,1614.0
4o5i,2yp2,1614.0
4o5i,4uny,1310.0
4o5i,4bh1,512.0
4o5i,2yp7,1624.0
4o5i,4n5k,561.0
4o5i,4n5j,561.0
4o5i,4uo0,1291.0
4o5i,4uo1,1291.0
4o5i,2yp9,1624.0
4o5i,4uo3,1295.0
4o5i,4uo4,1291.0
4o5i,4uo5,1291.0
4o5i,4uo6,1291.0
4o5i,4uo7,1291.0
4o5i,4lkg,552.0
4o5i,4n5y,554.0
4o5i,4n5z,548.0
4o5i,4lki,556.0
4o5i,4lkh,552.0
4o5i,4lkk,556.0
4o5i,3htt,538.0
4o5i,1hgf,1367.0
4o5i,1hgg,1367.0
4o5i,1hgd,1368.0
4o5i,1hge,1368.0
4o5i,4fiu,435.0
4o5i,4lcx,552.0
4o5i,3ubn,525.0
4o5i,1hgj,1367.0
4o5i,4bh4,531.0
4o5i,1hgh,1367.0
4o5i,1hgi,1367.0
4o5i,4unz,1310.0
4o5i,3eyk,992.0
4o5i,4kon,561.0
4o5i,3eyj,992.0
4o5i,2yp8,1624.0
4o5i,3ztj,1367.0
4o5i,4kwm,533.0
4o5i,4d00,602.0
4o5i,4k66,526.0
4o5i,3uyw,194.0
4o5i,4kdq,524.0
4o5i,2ibx,537.0
4o5i,3uyx,189.0
4o5i,3ube,525.0
4o5i,2ypg,1367.0
4o5i,3m5j,570.0
4o5i,4m5z,201.0
4o5i,3m5h,570.0
4o5i,3m5g,570.0
4o5i,4uoa,1294.0
4o5i,3ubj,525.0
4o5i,4bsh,575.0
4o5i,3gbm,552.0
4o5i,3gbn,579.0
4o5i,4gms,1415.0
4o5i,3r2x,563.0
4o5i,4fp8,1072.0
4o5i,4kdo,532.0
4o5i,3zp3,532.0
4o5i,4kdm,532.0
4o5i,4unx,1310.0
4o5i,4kth,535.0
4o5i,3al4,516.0
4juk,4juj,1034.0
4juk,4jum,1584.0
4juk,4jul,1630.0
4juk,4o5n,513.0
4juk,4jun,1604.0
4juk,1ken,537.0
4juk,4kdn,1609.0
4juk,4gxu,1016.0
4juk,2yp3,515.0
4juk,2yp2,515.0
4juk,4uny,544.0
4juk,4bh1,1630.0
4juk,2yp7,514.0
4juk,4n5k,545.0
4juk,4n5j,545.0
4juk,4uo0,555.0
4juk,4uo1,555.0
4juk,2yp9,514.0
4juk,4uo3,555.0
4juk,4uo4,542.0
4juk,4uo5,542.0
4juk,4uo6,542.0
4juk,4uo7,542.0
4juk,4lkg,549.0
4juk,4n5y,1604.0
4juk,4n5z,1598.0
4juk,4lki,535.0
4juk,4lkh,549.0
4juk,4lkk,535.0
4juk,3htt,1037.0
4juk,1hgf,537.0
4juk,1hgg,537.0
4juk,1hgd,537.0
4juk,1hge,537.0
4juk,4fiu,781.0
4juk,4lcx,549.0
4juk,3ubn,981.0
4juk,1hgj,537.0
4juk,4bh4,1597.0
4juk,1hgh,537.0
4juk,1hgi,537.0
4juk,4unz,544.0
4juk,3eyk,550.0
4juk,4kon,528.0
4juk,3eyj,550.0
4juk,2yp8,514.0
4juk,3ztj,537.0
4juk,4kwm,1624.0
4juk,4d00,537.0
4juk,4k66,1614.0
4juk,3uyw,491.0
4juk,4kdq,1629.0
4juk,2ibx,1635.0
4juk,3uyx,486.0
4juk,3ube,981.0
4juk,2ypg,537.0
4juk,3m5j,487.0
4juk,4m5z,490.0
4juk,3m5h,487.0
4juk,3m5g,487.0
4juk,4uoa,545.0
4juk,3ubj,981.0
4juk,4bsh,559.0
4juk,3gbm,1618.0
4juk,3gbn,1016.0
4juk,4gms,547.0
4juk,3r2x,1027.0
4juk,4fp8,397.0
4juk,4kdo,1609.0
4juk,3zp3,1625.0
4juk,4kdm,1609.0
4juk,4unx,544.0
4juk,4kth,1679.0
4juk,3al4,1008.0
4juj,4jum,1035.0
4juj,4jul,1018.0
4juj,4o5n,562.0
4juj,4jun,1026.0
4juj,1ken,594.0
4juj,4kdn,1046.0
4juj,4gxu,1718.0
4juj,2yp3,570.0
4juj,2yp2,570.0
4juj,4uny,582.0
4juj,4bh1,1025.0
4juj,2yp7,565.0
4juj,4n5k,555.0
4juj,4n5j,555.0
4juj,4uo0,597.0
4juj,4uo1,597.0
4juj,2yp9,565.0
4juj,4uo3,598.0
4juj,4uo4,615.0
4juj,4uo5,615.0
4juj,4uo6,615.0
4juj,4uo7,615.0
4juj,4lkg,556.0
4juj,4n5y,1041.0
4juj,4n5z,1035.0
4juj,4lki,545.0
4juj,4lkh,556.0
4juj,4lkk,545.0
4juj,3htt,1634.0
4juj,1hgf,594.0
4juj,1hgg,594.0
4juj,1hgd,594.0
4juj,1hge,594.0
4juj,4fiu,764.0
4juj,4lcx,556.0
4juj,3ubn,1474.0
4juj,1hgj,594.0
4juj,4bh4,1034.0
4juj,1hgh,594.0
4juj,1hgi,594.0
4juj,4unz,582.0
4juj,3eyk,548.0
4juj,4kon,538.0
4juj,3eyj,548.0
4juj,2yp8,565.0
4juj,3ztj,594.0
4juj,4kwm,1039.0
4juj,4d00,607.0
4juj,4k66,1014.0
4juj,3uyw,831.0
4juj,4kdq,1012.0
4juj,2ibx,1059.0
4juj,3uyx,835.0
4juj,3ube,1474.0
4juj,2ypg,594.0
4juj,3m5j,523.0
4juj,4m5z,844.0
4juj,3m5h,523.0
4juj,3m5g,523.0
4juj,4uoa,617.0
4juj,3ubj,1474.0
4juj,4bsh,573.0
4juj,3gbm,1047.0
4juj,3gbn,1718.0
4juj,4gms,576.0
4juj,3r2x,1729.0
4juj,4fp8,435.0
4juj,4kdo,1046.0
4juj,3zp3,1054.0
4juj,4kdm,1046.0
4juj,4unx,582.0
4juj,4kth,1030.0
4juj,3al4,1473.0
4jum,4jul,1650.0
4jum,4o5n,523.0
4jum,4jun,1679.0
4jum,1ken,532.0
4jum,4kdn,1599.0
4jum,4gxu,1035.0
4jum,2yp3,514.0
4jum,2yp2,514.0
4jum,4uny,533.0
4jum,4bh1,1585.0
4jum,2yp7,512.0
4jum,4n5k,528.0
4jum,4n5j,528.0
4jum,4uo0,542.0
4jum,4uo1,542.0
4jum,2yp9,512.0
4jum,4uo3,542.0
4jum,4uo4,535.0
4jum,4uo5,535.0
4jum,4uo6,535.0
4jum,4uo7,535.0
4jum,4lkg,532.0
4jum,4n5y,1612.0
4jum,4n5z,1606.0
4jum,4lki,526.0
4jum,4lkh,532.0
4jum,4lkk,526.0
4jum,3htt,1030.0
4jum,1hgf,532.0
4jum,1hgg,532.0
4jum,1hgd,532.0
4jum,1hge,532.0
4jum,4fiu,767.0
4jum,4lcx,532.0
4jum,3ubn,977.0
4jum,1hgj,532.0
4jum,4bh4,1604.0
4jum,1hgh,532.0
4jum,1hgi,532.0
4jum,4unz,533.0
4jum,3eyk,530.0
4jum,4kon,519.0
4jum,3eyj,530.0
4jum,2yp8,512.0
4jum,3ztj,532.0
4jum,4kwm,1597.0
4jum,4d00,518.0
4jum,4k66,1605.0
4jum,3uyw,504.0
4jum,4kdq,1601.0
4jum,2ibx,1629.0
4jum,3uyx,500.0
4jum,3ube,977.0
4jum,2ypg,532.0
4jum,3m5j,485.0
4jum,4m5z,502.0
4jum,3m5h,485.0
4jum,3m5g,485.0
4jum,4uoa,538.0
4jum,3ubj,977.0
4jum,4bsh,542.0
4jum,3gbm,1630.0
4jum,3gbn,1035.0
4jum,4gms,550.0
4jum,3r2x,1028.0
4jum,4fp8,387.0
4jum,4kdo,1599.0
4jum,3zp3,1619.0
4jum,4kdm,1599.0
4jum,4unx,533.0
4jum,4kth,1566.0
4jum,3al4,1005.0
4jul,4o5n,505.0
4jul,4jun,1691.0
4jul,1ken,520.0
4jul,4kdn,1602.0
4jul,4gxu,1018.0
4jul,2yp3,496.0
4jul,2yp2,496.0
4jul,4uny,525.0
4jul,4bh1,1623.0
4jul,2yp7,494.0
4jul,4n5k,540.0
4jul,4n5j,540.0
4jul,4uo0,536.0
4jul,4uo1,536.0
4jul,2yp9,494.0
4jul,4uo3,536.0
4jul,4uo4,529.0
4jul,4uo5,529.0
4jul,4uo6,529.0
4jul,4uo7,529.0
4jul,4lkg,544.0
4jul,4n5y,1615.0
4jul,4n5z,1609.0
4jul,4lki,538.0
4jul,4lkh,544.0
4jul,4lkk,538.0
4jul,3htt,1015.0
4jul,1hgf,520.0
4jul,1hgg,520.0
4jul,1hgd,520.0
4jul,1hge,520.0
4jul,4fiu,771.0
4jul,4lcx,544.0
4jul,3ubn,963.0
4jul,1hgj,520.0
4jul,4bh4,1607.0
4jul,1hgh,520.0
4jul,1hgi,520.0
4jul,4unz,525.0
4jul,3eyk,524.0
4jul,4kon,531.0
4jul,3eyj,524.0
4jul,2yp8,494.0
4jul,3ztj,520.0
4jul,4kwm,1707.0
4jul,4d00,521.0
4jul,4k66,1633.0
4jul,3uyw,482.0
4jul,4kdq,1651.0
4jul,2ibx,1632.0
4jul,3uyx,477.0
4jul,3ube,963.0
4jul,2ypg,520.0
4jul,3m5j,495.0
4jul,4m5z,480.0
4jul,3m5h,495.0
4jul,3m5g,495.0
4jul,4uoa,532.0
4jul,3ubj,963.0
4jul,4bsh,552.0
4jul,3gbm,1633.0
4jul,3gbn,1018.0
